number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_at,contact_type,location,category,subcategory,symptom,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,closed_code,resolved_by,resolved_at,closed_at,isParent
INC0014806,Closed,False,0,0,4,True,Caller 820,Opened by  62,2016-04-04 11:15:00,Created by 33,2016-04-04 11:22:00,Updated by 908,2016-04-09 16:59:00,Phone,Location 93,Category 43,Subcategory 174,,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 183,False,True,Do Not Notify,code 6,Resolved by 166,2016-04-04 16:53:00,2016-09-04 16:59:00,No
INC0010947,Closed,False,1,0,9,False,Caller 3160,Opened by  17,2016-03-24 10:20:00,Created by 10,2016-03-24 10:34:00,Updated by 908,2016-04-09 16:59:00,Phone,Location 204,Category 26,Subcategory 164,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 15,2016-04-04 16:29:00,2016-09-04 16:59:00,No
INC0010972,Closed,False,0,0,8,False,Caller 5076,Opened by  501,2016-03-24 10:42:00,Created by 216,2016-03-24 10:46:00,Updated by 908,2016-04-09 16:59:00,Phone,Location 107,Category 32,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 15,2016-04-04 16:27:00,2016-09-04 16:59:00,No
INC0011012,Closed,False,0,0,9,False,Caller 971,Opened by  17,2016-03-24 11:31:00,Created by 10,2016-03-24 11:49:00,Updated by 908,2016-04-09 16:59:00,Phone,Location 51,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 15,2016-04-04 16:25:00,2016-09-04 16:59:00,No
INC0013547,Resolved,True,0,0,2,True,Caller 251,Opened by  40,2016-03-31 13:41:00,,,Updated by 958,2016-04-04 16:02:00,Phone,Location 204,Category 53,Subcategory 127,Symptom 106,2 - Medium,2 - Medium,3 - Moderate,Group 76,Resolver 241,False,True,Do Not Notify,code 6,Resolved by 220,2016-04-04 16:02:00,2016-09-04 16:59:00,No
INC0013167,Closed,False,0,0,5,False,Caller 2377,Opened by  59,2016-03-30 15:40:00,Created by 34,2016-03-30 15:41:00,Updated by 908,2016-04-09 16:59:00,Phone,Location 43,Category 9,Subcategory 174,,2 - Medium,2 - Medium,3 - Moderate,Group 29,Resolver 31,False,True,Do Not Notify,code 6,Resolved by 30,2016-04-04 16:27:00,2016-09-04 16:59:00,No
INC0013169,Closed,False,0,0,5,False,Caller 2377,Opened by  59,2016-03-30 15:41:00,Created by 34,2016-03-30 15:42:00,Updated by 908,2016-04-09 16:59:00,Phone,Location 43,Category 9,Subcategory 174,,2 - Medium,2 - Medium,3 - Moderate,Group 29,Resolver 31,False,True,Do Not Notify,code 6,Resolved by 30,2016-04-04 16:25:00,2016-09-04 16:59:00,No
INC0010612,Closed,False,2,0,10,False,Caller 3878,Opened by  390,2016-03-23 14:56:00,Created by 169,2016-03-23 15:03:00,Updated by 908,2016-04-09 16:59:00,Phone,Location 111,Category 26,Subcategory 275,,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 229,False,True,Do Not Notify,code 6,Resolved by 208,2016-04-04 16:56:00,2016-09-04 16:59:00,No
INC0014635,Closed,False,0,0,4,True,Caller 2237,Opened by  40,2016-04-04 08:57:00,Created by 20,2016-04-04 09:00:00,Updated by 908,2016-04-09 16:59:00,Phone,Location 161,Category 9,Subcategory 164,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 89,False,True,Do Not Notify,code 1,Resolved by 81,2016-04-04 16:53:00,2016-09-04 16:59:00,No
INC0013978,Resolved,True,1,0,4,True,Caller 1921,Opened by  8,2016-04-01 10:37:00,Created by 6,2016-04-01 10:39:00,Updated by 60,2016-04-04 16:24:00,Phone,Location 143,Category 26,Subcategory 175,Symptom 116,2 - Medium,2 - Medium,3 - Moderate,,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 15,2016-04-04 16:24:00,2016-09-04 16:59:00,No
INC0014772,Resolved,True,1,0,2,True,Caller 5442,Opened by  17,2016-04-04 10:46:00,Created by 10,2016-04-04 10:50:00,Updated by 699,2016-04-04 16:35:00,Phone,Location 204,Category 42,Subcategory 223,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 183,False,True,Do Not Notify,code 6,Resolved by 166,2016-04-04 16:35:00,2016-09-04 16:59:00,No
INC0001498,Closed,False,0,0,13,False,Caller 482,Opened by  468,2016-03-02 16:41:00,Created by 188,2016-03-02 16:43:00,Updated by 908,2016-04-09 16:59:00,Phone,Location 204,Category 45,Subcategory 191,,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 139,True,True,Do Not Notify,code 6,Resolved by 125,2016-04-04 16:53:00,2016-09-04 16:59:00,No
INC0012916,Resolved,True,0,0,4,True,Caller 2377,Opened by  301,2016-03-30 09:58:00,Created by 129,2016-03-30 10:01:00,Updated by 135,2016-04-04 16:26:00,Phone,Location 43,Category 9,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 29,Resolver 31,False,True,Do Not Notify,code 6,Resolved by 30,2016-04-04 16:26:00,2016-09-04 16:59:00,No
INC0014632,Closed,False,0,0,2,True,Caller 4688,Opened by  501,2016-04-04 08:56:00,Created by 216,2016-04-04 08:59:00,Updated by 908,2016-04-09 16:59:00,Phone,Location 54,Category 46,Subcategory 174,,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 183,False,True,Do Not Notify,code 6,Resolved by 166,2016-04-04 16:24:00,2016-09-04 16:59:00,No
INC0013970,Resolved,True,3,0,8,True,Caller 1921,Opened by  8,2016-04-01 10:29:00,Created by 6,2016-04-01 10:36:00,Updated by 60,2016-04-04 16:23:00,Phone,Location 143,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 15,2016-04-04 16:23:00,2016-09-04 16:59:00,No
INC0013171,Resolved,True,0,0,4,True,Caller 2377,Opened by  59,2016-03-30 15:42:00,Created by 34,2016-03-30 15:43:00,Updated by 135,2016-04-04 16:25:00,Phone,Location 43,Category 9,Subcategory 174,,2 - Medium,2 - Medium,3 - Moderate,Group 29,Resolver 31,False,True,Do Not Notify,code 6,Resolved by 30,2016-04-04 16:25:00,2016-09-04 16:59:00,No
INC0013748,Closed,False,1,0,4,True,Caller 3288,Opened by  305,2016-03-31 22:33:00,Created by 130,2016-03-31 22:49:00,Updated by 908,2016-04-09 16:59:00,Phone,Location 204,Category 42,Subcategory 174,,2 - Medium,2 - Medium,3 - Moderate,,Resolver 17,False,True,Do Not Notify,code 7,Resolved by 15,2016-04-04 16:11:00,2016-09-04 16:59:00,No
INC0015035,Resolved,True,1,0,2,True,Caller 3486,,2016-04-04 16:05:00,,,Updated by 723,2016-04-04 16:30:00,Phone,Location 161,Category 46,Subcategory 251,,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 186,False,True,Do Not Notify,code 7,Resolved by 169,2016-04-04 16:30:00,2016-09-04 16:59:00,No
INC0013660,Resolved,True,2,0,6,True,Caller 2859,Opened by  24,2016-03-31 15:59:00,Created by 13,2016-03-31 16:03:00,Updated by 60,2016-04-04 16:46:00,Phone,Location 38,Category 53,Subcategory 114,Symptom 296,2 - Medium,2 - Medium,3 - Moderate,,Resolver 17,False,True,Do Not Notify,code 7,Resolved by 15,2016-04-04 16:46:00,2016-09-04 16:59:00,No
INC0014282,Resolved,True,3,0,6,True,Caller 3777,Opened by  17,2016-04-01 16:57:00,Created by 10,2016-04-01 17:20:00,Updated by 467,2016-04-04 16:36:00,Phone,Location 143,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,,Resolver 126,False,True,Do Not Notify,code 10,Resolved by 114,2016-04-04 16:36:00,2016-09-04 16:59:00,No
INC0012487,Closed,False,0,0,6,False,Caller 2668,Opened by  131,2016-03-29 11:38:00,Created by 62,2016-03-29 11:51:00,Updated by 908,2016-04-09 16:59:00,Phone,Location 143,Category 23,Subcategory 3,Symptom 208,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 229,False,True,Do Not Notify,code 6,Resolved by 208,2016-04-04 16:09:00,2016-09-04 16:59:00,No
INC0010163,Resolved,True,3,0,15,True,Caller 5150,Opened by  17,2016-03-22 16:26:00,Created by 10,2016-03-22 16:28:00,Updated by 186,2016-04-04 16:40:00,Phone,Location 108,Category 26,Subcategory 275,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 44,False,True,Do Not Notify,code 6,Resolved by 41,2016-04-04 16:40:00,2016-09-04 16:59:00,No
INC0011140,Closed,False,1,0,10,False,Caller 89,Opened by  390,2016-03-24 14:38:00,Created by 169,2016-03-24 14:46:00,Updated by 908,2016-04-09 16:59:00,Phone,Location 204,Category 26,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 15,2016-04-04 16:02:00,2016-09-04 16:59:00,No
INC0013576,Closed,False,1,0,7,False,Caller 3741,,2016-03-31 14:17:00,Created by 89,2016-03-31 14:19:00,Updated by 908,2016-04-09 16:59:00,Phone,Location 143,Category 20,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,,Resolver 17,False,True,Do Not Notify,code 7,Resolved by 15,2016-04-04 16:27:00,2016-09-04 16:59:00,No
INC0013548,Closed,False,1,0,7,False,Caller 3741,Opened by  423,2016-03-31 13:45:00,Created by 180,2016-03-31 13:47:00,Updated by 908,2016-04-09 16:59:00,Phone,Location 143,Category 32,Subcategory 174,,1 - High,2 - Medium,2 - High,,Resolver 17,False,True,Do Not Notify,code 7,Resolved by 15,2016-04-04 16:50:00,2016-09-04 16:59:00,No
INC0013801,Resolved,True,1,0,3,True,Caller 214,Opened by  8,2016-04-01 07:48:00,Created by 6,2016-04-01 08:08:00,Updated by 60,2016-04-04 16:06:00,Phone,Location 204,Category 26,Subcategory 275,Symptom 54,2 - Medium,2 - Medium,3 - Moderate,,Resolver 17,False,True,Do Not Notify,code 7,Resolved by 15,2016-04-04 16:06:00,2016-09-04 16:59:00,No
INC0011162,Closed,False,1,0,11,False,Caller 1976,Opened by  386,2016-03-24 15:05:00,Created by 167,2016-03-24 15:38:00,Updated by 908,2016-04-09 16:59:00,Phone,Location 51,Category 42,Subcategory 224,,2 - Medium,2 - Medium,3 - Moderate,Group 3,Resolver 71,False,True,Do Not Notify,code 6,Resolved by 64,2016-04-04 16:38:00,2016-09-04 16:59:00,No
INC0015082,Resolved,True,0,0,1,True,Caller 529,Opened by  17,2016-04-04 17:02:00,,,Updated by 44,2016-04-04 17:28:00,Phone,Location 37,Category 20,Subcategory 103,Symptom 387,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 6,Resolved by 11,2016-04-04 17:28:00,2016-09-04 17:59:00,No
INC0014612,Resolved,True,0,0,4,True,Caller 3936,Opened by  17,2016-04-04 08:48:00,Created by 10,2016-04-04 09:06:00,Updated by 874,2016-04-04 17:14:00,Phone,Location 51,Category 40,Subcategory 43,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 229,False,True,Do Not Notify,code 6,Resolved by 208,2016-04-04 17:14:00,2016-09-04 17:59:00,No
INC0015061,Closed,False,0,0,2,True,Caller 5291,Opened by  17,2016-04-04 16:40:00,,,Updated by 908,2016-04-09 17:59:00,Phone,Location 204,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 6,Resolved by 11,2016-04-04 17:05:00,2016-09-04 17:59:00,No
INC0015089,Resolved,True,0,0,1,True,Caller 1789,Opened by  108,2016-04-04 17:29:00,,,Updated by 214,2016-04-04 17:55:00,Phone,Location 204,Category 26,Subcategory 175,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 56,False,True,Do Not Notify,code 6,Resolved by 52,2016-04-04 17:55:00,2016-09-04 17:59:00,No
INC0015099,Closed,False,0,0,2,True,Caller 2321,Opened by  58,2016-04-04 17:49:00,,,Updated by 908,2016-04-09 17:59:00,Phone,Location 208,Category 37,Subcategory 135,Symptom 118,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 30,False,True,Do Not Notify,code 6,Resolved by 29,2016-04-04 17:51:00,2016-09-04 17:59:00,No
INC0015093,Resolved,True,0,0,1,True,Caller 2321,Opened by  58,2016-04-04 17:35:00,,,Updated by 131,2016-04-04 17:51:00,Phone,Location 208,Category 9,Subcategory 164,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 30,False,True,Do Not Notify,code 6,Resolved by 29,2016-04-04 17:51:00,2016-09-04 17:59:00,No
INC0011795,Resolved,True,2,0,4,True,Caller 93,,2016-03-28 10:11:00,Created by 89,2016-03-28 10:15:00,Updated by 467,2016-04-04 17:13:00,Phone,Location 161,Category 46,Subcategory 223,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,,Resolver 126,False,True,Do Not Notify,code 1,Resolved by 114,2016-04-04 17:13:00,2016-09-04 17:59:00,No
INC0014782,Closed,False,0,0,2,True,Caller 2249,Opened by  17,2016-04-04 10:57:00,,,Updated by 908,2016-04-09 17:59:00,Phone,Location 51,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 6,Resolved by 11,2016-04-04 17:11:00,2016-09-04 17:59:00,No
INC0015049,Closed,False,1,0,3,True,Caller 1960,,2016-04-04 16:25:00,Created by 89,2016-04-04 16:27:00,Updated by 908,2016-04-09 17:59:00,Phone,Location 93,Category 37,Subcategory 123,Symptom 127,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 135,False,True,Do Not Notify,code 6,Resolved by 121,2016-04-04 17:14:00,2016-09-04 17:59:00,No
INC0015092,Resolved,True,0,0,1,True,Caller 1167,Opened by  17,2016-04-04 17:34:00,,,Updated by 44,2016-04-04 17:38:00,Phone,Location 137,Category 32,Subcategory 9,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 6,Resolved by 11,2016-04-04 17:38:00,2016-09-04 17:59:00,No
INC0015050,Resolved,True,0,0,1,True,Caller 4407,Opened by  108,2016-04-04 16:26:00,,,Updated by 214,2016-04-04 17:50:00,Phone,Location 93,Category 53,Subcategory 174,,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 56,False,True,Do Not Notify,code 6,Resolved by 52,2016-04-04 17:50:00,2016-09-04 17:59:00,No
INC0015062,Closed,False,0,0,2,True,Caller 27,Opened by  386,2016-04-04 16:41:00,,,Updated by 908,2016-04-09 17:59:00,Phone,Location 179,Category 9,Subcategory 174,,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 186,False,True,Do Not Notify,code 7,Resolved by 169,2016-04-04 17:04:00,2016-09-04 17:59:00,No
INC0014766,Resolved,True,4,0,6,True,Caller 448,Opened by  17,2016-04-04 10:39:00,Created by 10,2016-04-04 10:50:00,Updated by 526,2016-04-04 17:30:00,Phone,Location 143,Category 46,Subcategory 251,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 22,Resolver 133,False,True,Do Not Notify,code 6,Resolved by 119,2016-04-04 17:30:00,2016-09-04 17:59:00,No
INC0014670,Closed,False,0,0,2,True,Caller 4424,Opened by  24,2016-04-04 09:19:00,,,Updated by 908,2016-04-09 17:59:00,Phone,Location 143,Category 26,Subcategory 175,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 28,False,True,Do Not Notify,code 6,Resolved by 27,2016-04-04 17:26:00,2016-09-04 17:59:00,No
INC0010840,Closed,False,1,0,6,False,Caller 1058,Opened by  8,2016-03-24 08:35:00,Created by 6,2016-03-24 08:39:00,Updated by 908,2016-04-09 17:59:00,Phone,Location 108,Category 37,Subcategory 285,Symptom 587,2 - Medium,2 - Medium,3 - Moderate,Group 47,Resolver 117,False,True,Do Not Notify,code 6,Resolved by 106,2016-04-04 17:11:00,2016-09-04 17:59:00,No
INC0014981,Resolved,True,3,0,5,True,Caller 2668,Opened by  17,2016-04-04 14:52:00,Created by 10,2016-04-04 15:00:00,Updated by 699,2016-04-04 17:06:00,Phone,Location 143,Category 32,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 183,False,True,Do Not Notify,code 6,Resolved by 166,2016-04-04 17:06:00,2016-09-04 17:59:00,No
INC0014565,Closed,False,0,0,4,True,Caller 331,Opened by  17,2016-04-04 08:08:00,Created by 10,2016-04-04 08:23:00,Updated by 908,2016-04-09 17:59:00,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,,Resolver 13,False,True,Do Not Notify,code 6,Resolved by 11,2016-04-04 17:43:00,2016-09-04 17:59:00,No
INC0014118,Resolved,True,0,0,3,True,Caller 4514,Opened by  444,2016-04-01 13:57:00,Created by 193,2016-04-01 14:00:00,Updated by 874,2016-04-04 17:01:00,Phone,Location 143,Category 23,Subcategory 3,,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 229,False,True,Do Not Notify,code 6,Resolved by 208,2016-04-04 17:01:00,2016-09-04 17:59:00,No
INC0015077,Closed,False,0,0,2,True,Caller 3741,Opened by  24,2016-04-04 16:55:00,,,Updated by 908,2016-04-09 17:59:00,Phone,Location 143,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 15,2016-04-04 16:59:00,2016-09-04 17:59:00,No
INC0012506,Resolved,True,0,0,3,True,Caller 5391,Opened by  517,2016-03-29 11:55:00,Created by 225,2016-03-29 11:59:00,Updated by 450,2016-04-04 17:14:00,Phone,Location 197,Category 8,Subcategory 281,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 53,Resolver 121,False,True,Do Not Notify,code 6,Resolved by 109,2016-04-04 17:14:00,2016-09-04 17:59:00,No
INC0009300,Closed,False,2,0,10,False,Caller 2552,Opened by  17,2016-03-21 09:54:00,Created by 10,2016-03-21 10:03:00,Updated by 908,2016-04-09 17:59:00,Phone,Location 40,Category 46,Subcategory 223,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 57,Resolver 153,False,True,Do Not Notify,code 7,Resolved by 137,2016-04-04 17:47:00,2016-09-04 17:59:00,No
INC0014912,Resolved,True,2,0,8,True,Caller 1526,Opened by  501,2016-04-04 13:38:00,Created by 216,2016-04-04 13:46:00,Updated by 135,2016-04-04 17:52:00,Phone,Location 46,Category 53,Subcategory 114,,2 - Medium,2 - Medium,3 - Moderate,Group 29,Resolver 31,False,True,Do Not Notify,code 6,Resolved by 30,2016-04-04 17:52:00,2016-09-04 17:59:00,No
INC0014566,Closed,False,1,0,3,True,Caller 247,Opened by  17,2016-04-04 08:09:00,Created by 10,2016-04-04 08:25:00,Updated by 908,2016-04-09 17:59:00,Phone,Location 242,Category 26,Subcategory 164,Symptom 387,2 - Medium,2 - Medium,3 - Moderate,,Resolver 33,False,True,Do Not Notify,code 7,Resolved by 32,2016-04-04 17:13:00,2016-09-04 17:59:00,No
INC0009532,Closed,False,9,0,23,False,Caller 663,Opened by  17,2016-03-21 14:26:00,Created by 10,2016-03-21 16:00:00,Updated by 908,2016-04-09 17:59:00,Phone,Location 204,Category 26,Subcategory 175,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,False,True,Do Not Notify,code 6,Resolved by 196,2016-04-04 17:18:00,2016-09-04 17:59:00,No
INC0015103,Resolved,True,0,0,1,True,Caller 2377,Opened by  55,2016-04-04 17:57:00,,,Updated by 129,2016-04-04 18:02:00,Phone,Location 43,Category 32,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 28,False,True,Do Not Notify,code 6,Resolved by 27,2016-04-04 18:02:00,2016-09-04 18:59:00,No
INC0015107,Closed,False,0,0,1,True,Caller 173,Opened by  47,2016-04-04 18:39:00,,,Updated by 908,2016-04-09 18:59:00,Phone,Location 136,Category 37,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 26,False,False,Do Not Notify,code 9,Resolved by 24,,2016-09-04 18:59:00,No
INC0009089,Resolved,True,2,0,8,True,Caller 4665,Opened by  443,2016-03-20 06:02:00,Created by 192,2016-03-20 06:06:00,Updated by 363,2016-03-30 15:37:00,Phone,Location 161,Category 46,Subcategory 223,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 22,Resolver 101,False,True,Do Not Notify,code 8,Resolved by 91,2016-04-04 18:38:00,2016-09-04 18:59:00,No
INC0014832,Closed,False,1,0,7,True,Caller 1211,Opened by  17,2016-04-04 11:47:00,,,Updated by 908,2016-04-09 19:59:00,Phone,Location 161,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 115,False,True,Do Not Notify,code 9,Resolved by 103,2016-04-04 19:41:00,2016-09-04 19:59:00,No
INC0014354,Resolved,True,1,0,4,True,Caller 3207,Opened by  8,2016-04-02 03:25:00,,,Updated by 44,2016-04-04 19:26:00,Phone,Location 108,Category 32,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 6,Resolved by 11,2016-04-04 19:26:00,2016-09-04 19:59:00,No
INC0015111,Resolved,True,1,0,2,True,Caller 647,Opened by  58,2016-04-04 20:27:00,,,Updated by 131,2016-04-04 20:39:00,Phone,Location 204,Category 57,Subcategory 184,Symptom 296,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 30,False,True,Do Not Notify,code 6,Resolved by 29,2016-04-04 20:39:00,2016-09-04 20:59:00,No
INC0012554,Closed,False,0,1,8,False,Caller 5240,Opened by  17,2016-03-29 13:28:00,Created by 10,2016-03-29 13:51:00,Updated by 908,2016-04-09 21:59:00,Phone,Location 187,Category 9,Subcategory 164,Symptom 117,2 - Medium,2 - Medium,3 - Moderate,Group 29,Resolver 31,False,True,Do Not Notify,code 6,Resolved by 30,2016-04-04 21:23:00,2016-09-04 21:59:00,YES
INC0014942,Resolved,True,1,0,4,True,Caller 4916,Opened by  62,2016-04-04 14:11:00,,,Updated by 111,2016-04-04 21:52:00,Phone,Location 204,Category 32,Subcategory 174,,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 26,False,True,Do Not Notify,code 9,Resolved by 24,2016-04-04 21:52:00,2016-09-04 21:59:00,No
INC0014801,Resolved,True,0,0,3,True,Caller 76,Opened by  17,2016-04-04 11:13:00,Created by 10,2016-04-04 11:17:00,Updated by 135,2016-04-04 21:18:00,Phone,Location 173,Category 24,Subcategory 164,Symptom 117,2 - Medium,2 - Medium,3 - Moderate,Group 29,Resolver 31,False,True,Do Not Notify,code 1,Resolved by 30,2016-04-04 21:18:00,2016-09-04 21:59:00,No
INC0014597,Closed,False,0,0,2,True,Caller 2429,Opened by  40,2016-04-04 08:39:00,Created by 20,2016-04-04 08:42:00,Updated by 908,2016-04-09 21:59:00,Phone,Location 46,Category 53,Subcategory 174,,2 - Medium,2 - Medium,3 - Moderate,Group 29,Resolver 31,False,True,Do Not Notify,code 6,Resolved by 30,2016-04-04 21:01:00,2016-09-04 21:59:00,No
INC0015114,Closed,False,1,0,3,True,Caller 3351,Opened by  58,2016-04-04 21:33:00,,,Updated by 908,2016-04-09 21:59:00,Phone,Location 108,Category 46,Subcategory 244,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 30,False,True,Do Not Notify,code 6,Resolved by 29,2016-04-04 21:42:00,2016-09-04 21:59:00,No
INC0014795,Resolved,True,1,0,2,True,Caller 1526,Opened by  40,2016-04-04 11:08:00,Created by 20,2016-04-04 11:17:00,Updated by 135,2016-04-04 21:02:00,Phone,Location 46,Category 26,Subcategory 164,Symptom 387,2 - Medium,2 - Medium,3 - Moderate,Group 29,Resolver 31,False,True,Do Not Notify,code 6,Resolved by 30,2016-04-04 21:02:00,2016-09-04 21:59:00,No
INC0015112,Closed,False,0,0,2,True,Caller 2650,Opened by  305,2016-04-04 20:47:00,,,Updated by 908,2016-04-09 21:59:00,Phone,Location 161,Category 40,Subcategory 174,,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 150,False,True,Do Not Notify,code 10,Resolved by 134,2016-04-04 21:13:00,2016-09-04 21:59:00,No
INC0006099,Resolved,True,1,1,14,False,Caller 5240,Opened by  59,2016-03-11 14:50:00,Created by 34,2016-03-11 15:03:00,Updated by 135,2016-04-04 21:26:00,Phone,Location 187,Category 9,Subcategory 164,Symptom 471,2 - Medium,2 - Medium,3 - Moderate,Group 29,Resolver 31,False,True,Do Not Notify,code 6,Resolved by 30,2016-04-04 21:26:00,2016-09-04 21:59:00,YES
INC0023772,Resolved,True,1,0,6,True,Caller 1453,Opened by  17,2016-04-28 14:09:00,Created by 10,2016-04-28 14:30:00,Updated by 78,2016-05-04 00:42:00,Phone,Location 143,Category 57,Subcategory 170,Symptom 244,2 - Medium,2 - Medium,3 - Moderate,Group 51,Resolver 25,False,True,Do Not Notify,code 6,Resolved by 23,2016-05-04 00:42:00,2016-09-05 01:07:00,No
INC0025123,Resolved,True,0,1,6,True,Caller 162,Opened by  221,2016-05-02 18:13:00,,,Updated by 177,2016-05-04 00:27:00,Phone,Location 93,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 47,False,True,Do Not Notify,code 9,Resolved by 103,2016-05-04 00:27:00,2016-09-05 01:07:00,YES
INC0025627,Resolved,True,0,0,1,True,Caller 1010,Opened by  94,2016-05-04 01:07:00,,,Updated by 177,2016-05-04 01:13:00,Phone,Location 204,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 47,False,True,Do Not Notify,code 6,Resolved by 44,2016-05-04 01:13:00,2016-09-05 02:07:00,No
INC0025607,Closed,False,1,0,4,False,Caller 2359,Opened by  58,2016-05-03 21:35:00,,,Updated by 908,2016-05-09 02:07:00,Phone,Location 143,Category 57,Subcategory 170,,1 - High,2 - Medium,2 - High,Group 65,Resolver 25,False,True,Do Not Notify,code 6,Resolved by 23,2016-05-04 01:41:00,2016-09-05 02:07:00,No
INC0025626,Resolved,True,0,0,1,True,Caller 660,Opened by  94,2016-05-04 00:50:00,,,Updated by 177,2016-05-04 01:38:00,Phone,Location 161,Category 26,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 47,False,True,Do Not Notify,code 6,Resolved by 44,2016-05-04 01:38:00,2016-09-05 02:07:00,No
INC0025176,Resolved,True,1,0,8,True,Caller 3628,Opened by  463,2016-05-03 03:36:00,Created by 202,2016-05-03 04:13:00,Updated by 78,2016-05-04 01:25:00,Phone,Location 161,Category 57,Subcategory 170,Symptom 242,1 - High,2 - Medium,2 - High,Group 51,Resolver 25,False,True,Do Not Notify,code 6,Resolved by 23,2016-05-04 01:25:00,2016-09-05 02:07:00,No
